Achievement
id	Type	Name	TaskId	FunctionOpening	TypeCount	IsGoOn
71121481	7112148	7112146,1|7112147,1	垂眸认错法	1	10015,202000	1003,8080,0			28800	1
71122011	7112201	7112148,1	赏荷品茗法	1	10015,217000	1004,8680,0			28800	1
71122021	7112202	7112201,1	柔声邀功术	1	10015,217000	1003,8680,0			28800	1
71122031	7112203	7112202,1	送友赠书课	1	10015,217000	1004,8680,0			28800	1
71122041	7112204	7112203,1	挑眉质疑论	1	10015,217000	1003,8680,0			28800	1
71122051	7112205	7112203,1	听禅敛心法	1	10015,217000	1004,8680,0			28800	1
71122061	7112206	7112204,1	假装怕冷法	1	10015,217000	1003,8680,0			28800	1
71122071	7112207	7112205,1	劝农观稼术	1	10015,217000	1004,8680,0			28800	1
71122081	7112208	7112206,1	低眸藏情绪术	1	10015,217000	1003,8680,0			28800	1
71122091	7112209	7112207,1	观画评韵法	1	10015,217000	1004,8680,0			28800	1
71122101	7112210	7112208,1	扬眉引注意课	1	10015,217000	1003,8680,0			28800	1
71122111	7112211	7112209,1	侍宴布菜课	1	10015,217000	1004,8680,0			28800	1
71122121	7112212	7112210,1	软语探口风论	1	10015,217000	1003,8680,0			28800	1
71122131	7112213	7112210,1	赠医送药术	1	10015,217000	1004,8680,0			28800	1
71122141	7112214	7112211,1	眸光递暗号法	1	10015,217000	1003,8680,0			28800	1
71122151	7112215	7112211,1	问路谢礼法	1	10015,217000	1004,8680,0			28800	1
71122161	7112216	7112212,1	假装不懂课	1	10015,217000	1003,8680,0			28800	1
71122171	7112217	7112213,1	品醋尝鲜课	1	10015,217000	1004,8680,0			28800	1
71122181	7112218	7112214,1	轻咳转话题术	1	10015,217000	1003,8680,0			28800	1
71122191	7112219	7112215,1	抚筝调音术	1	10015,217000	1004,8680,0			28800	1
71122201	7112220	7112216,1|7112217,1	敛眸表委屈法	1	10015,217000	1003,8680,0			28800	1
71122211	7112221	7112218,1|7112219,1	谢师躬身法	1	10015,217000	1004,8680,0			28800	1
71122221	7112222	7112220,1	挑眸示不屑论	1	10015,217000	1003,8680,0			28800	1
71122231	7112223	7112221,1	候花待放课	1	10015,217000	1004,8680,0			28800	1
71122241	7112224	7112222,1|7112223,1	温声拉盟友课	1	10015,217000	1003,8680,0			28800	1
71122251	7112225	7112224,1	递扇轻摇术	1	10015,217000	1004,8680,0			28800	1
71122261	7112226	7112225,1	眼波警告术	1	10015,217000	1003,8680,0			28800	1
71122271	7112227	7112226,1	观星指斗法	1	10015,217000	1004,8680,0			28800	1
71122281	7112228	7112227,1	假装吃醋法	1	10015,217000	1003,8680,0			28800	1
71122291	7112229	7112227,1	侍寝掖被课	1	10015,217000	1004,8680,0			28800	1
71122301	7112230	7112228,1	轻拍盟友课	1	10015,217000	1003,8680,0			28800	1
71122311	7112231	7112229,1	赠绣表意术	1	10015,217000	1004,8680,0			28800	1
71122321	7112232	7112230,1	垂目算计时术	1	10015,217000	1003,8680,0			28800	1
71122331	7112233	7112231,1	听曲击节法	1	10015,217000	1004,8680,0			28800	1
71122341	7112234	7112232,1	抬眉质疑论	1	10015,217000	1003,8680,0			28800	1
71122351	7112235	7112233,1	踏霜寻梅课	1	10015,217000	1004,8680,0			28800	1
71122361	7112236	7112234,1	细语劝皇上课	1	10015,217000	1003,8680,0			28800	1
71122371	7112237	7112234,1	接旨跪受术	1	10015,217000	1004,8680,0			28800	1
71122381	7112238	7112235,1	眼色求助法	1	10015,217000	1003,8680,0			28800	1
71122391	7112239	7112235,1	评茶论水法	1	10015,217000	1004,8680,0			28800	1
71122401	7112240	7112236,1	假装累了术	1	10015,217000	1003,8680,0			28800	1
71122411	7112241	7112237,1	侍书研墨课	1	10015,217000	1004,8680,0			28800	1
71122421	7112242	7112238,1	轻哼曲子论	1	10015,217000	1003,8680,0			28800	1
71122431	7112243	7112239,1	赠果摆盘术	1	10015,217000	1004,8680,0			28800	1
71122441	7112244	7112240,1|7112241,1	垂睑避锋芒课	1	10015,217000	1003,8680,0			28800	1
71122451	7112245	7112242,1|7112243,1	听训点头法	1	10015,217000	1004,8680,0			28800	1
71122461	7112246	7112244,1	眉挑邀合作术	1	10015,217000	1003,8680,0			28800	1
71122471	7112247	7112245,1	赏雪煮茶课	1	10015,217000	1004,8680,0			28800	1
71122481	7112248	7112246,1|7112247,1	柔言挡麻烦法	1	10015,217000	1003,8680,0			28800	1
71123011	7112301	7112248,1	周旋优雅术	1	10015,232000	1004,9280,0			28800	1
71123021	7112302	7112301,1	眼风示好课	1	10015,232000	1003,9280,0			28800	1
71123031	7112303	7112302,1	拒礼得体法	1	10015,232000	1004,9280,0			28800	1
71123041	7112304	7112303,1	假装惊讶术	1	10015,232000	1003,9280,0			28800	1
71123051	7112305	7112303,1	控场端庄课	1	10015,232000	1004,9280,0			28800	1
71123061	7112306	7112304,1	轻拍皇上法	1	10015,232000	1003,9280,0			28800	1
71123071	7112307	7112305,1	讽人含蓄术	1	10015,232000	1004,9280,0			28800	1
71123081	7112308	7112306,1	俯首认错课	1	10015,232000	1003,9280,0			28800	1
71123091	7112309	7112307,1	示弱优雅法	1	10015,232000	1004,9280,0			28800	1
71123101	7112310	7112308,1	挑眉梢得意论	1	10015,232000	1003,9280,0			28800	1
71123111	7112311	7112309,1	结盟得体课	1	10015,232000	1004,9280,0			28800	1
71123121	7112312	7112310,1	婉声邀功术	1	10015,232000	1003,9280,0			28800	1
71123131	7112313	7112310,1	施压端庄术	1	10015,232000	1004,9280,0			28800	1
71123141	7112314	7112311,1	目光轻蔑法	1	10015,232000	1003,9280,0			28800	1
71123151	7112315	7112311,1	避祸优雅法	1	10015,232000	1004,9280,0			28800	1
71123161	7112316	7112312,1	假装怕冷课	1	10015,232000	1003,9280,0			28800	1
71123171	7112317	7112313,1	邀功含蓄课	1	10015,232000	1004,9280,0			28800	1
71123181	7112318	7112314,1	轻晃帕子术	1	10015,232000	1003,9280,0			28800	1
71123191	7112319	7112315,1	离间得体术	1	10015,232000	1004,9280,0			28800	1
71123201	7112320	7112316,1|7112317,1	眸色探虚实术	1	10015,232000	1003,9280,0			28800	1
71123211	7112321	7112318,1|7112319,1	认错优雅法	1	10015,232000	1004,9280,0			28800	1
71123221	7112322	7112320,1	温言拉人心课	1	10015,232000	1003,9280,0			28800	1
71123231	7112323	7112321,1	借力端庄课	1	10015,232000	1004,9280,0			28800	1
71123241	7112324	7112322,1|7112323,1	敛眸避锋芒法	1	10015,232000	1003,9280,0			28800	1
71123251	7112325	7112324,1	传讯含蓄术	1	10015,232000	1004,9280,0			28800	1
71123261	7112326	7112325,1	扬眉施压论	1	10015,232000	1003,9280,0			28800	1
71123271	7112327	7112326,1	固宠优雅法	1	10015,232000	1004,9280,0			28800	1
71123281	7112328	7112327,1	轻咳转话题术	1	10015,232000	1003,9280,0			28800	1
71123291	7112329	7112327,1	夺权得体课	1	10015,232000	1004,9280,0			28800	1
71123301	7112330	7112328,1	低眸藏情绪课	1	10015,232000	1003,9280,0			28800	1
71123311	7112331	7112329,1	威慑端庄术	1	10015,232000	1004,9280,0			28800	1
71123321	7112332	7112330,1	眨眼递暗号法	1	10015,232000	1003,9280,0			28800	1
71123331	7112333	7112331,1	装傻优雅法	1	10015,232000	1004,9280,0			28800	1
71123341	7112334	7112332,1	咬唇示弱论	1	10015,232000	1003,9280,0			28800	1
71123351	7112335	7112333,1	拉拢含蓄课	1	10015,232000	1004,9280,0			28800	1
71123361	7112336	7112334,1	侧头引争执术	1	10015,232000	1003,9280,0			28800	1
71123371	7112337	7112334,1	解围得体术	1	10015,232000	1004,9280,0			28800	1
71123381	7112338	7112335,1	微语挡差事课	1	10015,232000	1003,9280,0			28800	1
71123391	7112339	7112335,1	拒事优雅法	1	10015,232000	1004,9280,0			28800	1
71123401	7112340	7112336,1	敛手表恭顺法	1	10015,232000	1003,9280,0			28800	1
71123411	7112341	7112337,1	显智端庄课	1	10015,232000	1004,9280,0			28800	1
71123421	7112342	7112338,1	眉扬邀合作论	1	10015,232000	1003,9280,0			28800	1
71123431	7112343	7112339,1	探话含蓄术	1	10015,232000	1004,9280,0			28800	1
71123441	7112344	7112340,1|7112341,1	轻拍皇上术	1	10015,232000	1003,9280,0			28800	1
71123451	7112345	7112342,1|7112343,1	讨好优雅法	1	10015,232000	1004,9280,0			28800	1
71123461	7112346	7112344,1	敛眸算计时课	1	10015,232000	1003,9280,0			28800	1
71123471	7112347	7112345,1	抗命得体课	1	10015,232000	1004,9280,0			28800	1
71123481	7112348	7112346,1|7112347,1	眨眼求助法	1	10015,232000	1003,9280,0			28800	1
71124011	7112401	7112348,1	镇场端庄术	1	10015,247000	1004,9880,0			28800	1
71124021	7112402	7112401,1	歪头装无辜论	1	10015,247000	1003,9880,0			28800	1
71124031	7112403	7112402,1	婉拒拉拢术	1	10015,247000	1004,9880,0			28800	1
71124041	7112404	7112403,1	软语邀功术	1	10015,247000	1003,9880,0			28800	1
71124051	7112405	7112403,1	含讽赞人法	1	10015,247000	1004,9880,0			28800	1
71124061	7112406	7112404,1	低眸认错法	1	10015,247000	1003,9880,0			28800	1
71124071	7112407	7112405,1	借景脱身课	1	10015,247000	1004,9880,0			28800	1
71124081	7112408	7112406,1	扬眉显得意课	1	10015,247000	1003,9880,0			28800	1
71124091	7112409	7112407,1	示好含蓄术	1	10015,247000	1004,9880,0			28800	1
71124101	7112410	7112408,1	传讯术概论	1	10015,247000	1003,9880,0			28800	1
71124111	7112411	7112409,1	纠错得体法	1	10015,247000	1004,9880,0			28800	1
71124121	7112412	7112410,1	眸色辨真假课	1	10015,247000	1003,9880,0			28800	1
71124131	7112413	7112410,1	施压轻语课	1	10015,247000	1004,9880,0			28800	1
71124141	7112414	7112411,1	婉言拉盟友术	1	10015,247000	1003,9880,0			28800	1
71124151	7112415	7112411,1	邀助优雅术	1	10015,247000	1004,9880,0			28800	1
71124161	7112416	7112412,1	敛眸避锋芒课	1	10015,247000	1003,9880,0			28800	1
71124171	7112417	7112413,1	避嫌转身法	1	10015,247000	1004,9880,0			28800	1
71124181	7112418	7112414,1	扬眉施压法	1	10015,247000	1003,9880,0			28800	1
71124191	7112419	7112415,1	表忠含蓄课	1	10015,247000	1004,9880,0			28800	1
71124201	7112420	7112416,1|7112417,1	轻咳打断术	1	10015,247000	1003,9880,0			28800	1
71124211	7112421	7112418,1|7112419,1	拒事借病术	1	10015,247000	1004,9880,0			28800	1
71124221	7112422	7112420,1	低眸藏喜悦课	1	10015,247000	1003,9880,0			28800	1
71124231	7112423	7112421,1	讽人引例法	1	10015,247000	1004,9880,0			28800	1
71124241	7112424	7112422,1|7112423,1	眨眼递消息法	1	10015,247000	1003,9880,0			28800	1
71124251	7112425	7112424,1	拢心得体课	1	10015,247000	1004,9880,0			28800	1
71124261	7112426	7112425,1	咬唇博同情论	1	10015,247000	1003,9880,0			28800	1
71124271	7112427	7112426,1	传讯借物术	1	10015,247000	1004,9880,0			28800	1
71124281	7112428	7112427,1	侧头引注意术	1	10015,247000	1003,9880,0			28800	1
71124291	7112429	7112427,1	认错引咎法	1	10015,247000	1004,9880,0			28800	1
71124301	7112430	7112428,1	微语挡麻烦法	1	10015,247000	1003,9880,0			28800	1
71124311	7112431	7112429,1	威慑轻瞥课	1	10015,247000	1004,9880,0			28800	1
71124321	7112432	7112430,1	敛手表尊敬课	1	10015,247000	1003,9880,0			28800	1
71124331	7112433	7112431,1	固宠谦辞术	1	10015,247000	1004,9880,0			28800	1
71124341	7112434	7112432,1	挑目邀助力论	1	10015,247000	1003,9880,0			28800	1
71124351	7112435	7112433,1	借言达意法	1	10015,247000	1004,9880,0			28800	1
71124361	7112436	7112434,1	敛眸算喜好课	1	10015,247000	1003,9880,0			28800	1
71124371	7112437	7112434,1	抗命说理课	1	10015,247000	1004,9880,0			28800	1
71124381	7112438	7112435,1	罗帕赠君	1	10015,247000	1003,9880,0			28800	1
71124391	7112439	7112435,1	探底含蓄术	1	10015,247000	1004,9880,0			28800	1
71124401	7112440	7112436,1	玉簪绾发	1	10015,247000	1003,9880,0			28800	1
71124411	7112441	7112437,1	镇场缓步法	1	10015,247000	1004,9880,0			28800	1
71124421	7112442	7112438,1	金钗耀庭	1	10015,247000	1003,9880,0			28800	1
71124431	7112443	7112439,1	赠礼投好术	1	10015,247000	1004,9880,0			28800	1
71124441	7112444	7112440,1|7112441,1	霓裳起舞	1	10015,247000	1003,9880,0			28800	1
71124451	7112445	7112442,1|7112443,1	避祸引开法	1	10015,247000	1004,9880,0			28800	1
71124461	7112446	7112444,1	黛眉含威	1	10015,247000	1003,9880,0			28800	1
71124471	7112447	7112445,1	显能藏拙课	1	10015,247000	1004,9880,0			28800	1
71124481	7112448	7112446,1|7112447,1	绛唇含刚	1	10015,247000	1003,9880,0			28800	1
71125011	7112501	7112448,1	离间借话术	1	10015,265000	1004,10600,0			43200	1
71125021	7112502	7112501,1	玉腕执剑	1	10015,265000	1003,10600,0			43200	1
71125031	7112503	7112502,1	劝和引情法	1	10015,265000	1004,10600,0			43200	1
71125041	7112504	7112503,1	罗裙曳战	1	10015,265000	1003,10600,0			43200	1
71125051	7112505	7112503,1	拒礼说理术	1	10015,265000	1004,10600,0			43200	1
71125061	7112506	7112504,1	珠钗映剑	1	10015,265000	1003,10600,0			43200	1
71125071	7112507	7112505,1	控场举杯课	1	10015,265000	1004,10600,0			43200	1
71125081	7112508	7112506,1	宫装披甲	1	10015,265000	1003,10600,0			43200	1
71125091	7112509	7112507,1	示弱引怜术	1	10015,265000	1004,10600,0			43200	1
71125101	7112510	7112508,1	香肩挡箭	1	10015,265000	1003,10600,0			43200	1
71125111	7112511	7112509,1	借势压人法	1	10015,265000	1004,10600,0			43200	1
71125121	7112512	7112510,1	腰肢承剑	1	10015,265000	1003,10600,0			43200	1
71125131	7112513	7112510,1	拢权分步课	1	10015,265000	1004,10600,0			43200	1
71125141	7112514	7112511,1	玉指握刃	1	10015,265000	1003,10600,0			43200	1
71125151	7112515	7112511,1	婉拒结党术	1	10015,265000	1004,10600,0			43200	1
71125161	7112516	7112512,1	鬓边簪剑	1	10015,265000	1003,10600,0			43200	1
71125171	7112517	7112513,1	含讽止奢法	1	10015,265000	1004,10600,0			43200	1
71125181	7112518	7112514,1	凤袍染血	1	10015,265000	1003,10600,0			43200	1
71125191	7112519	7112515,1	借事脱身课	1	10015,265000	1004,10600,0			43200	1
71125201	7112520	7112516,1|7112517,1	素衣执刃	1	10015,265000	1003,10600,0			43200	1
71125211	7112521	7112518,1|7112519,1	示好护下术	1	10015,265000	1004,10600,0			43200	1
71125221	7112522	7112520,1	金镯映刃	1	10015,265000	1003,10600,0			43200	1
71125231	7112523	7112521,1	纠错婉言法	1	10015,265000	1004,10600,0			43200	1
71125241	7112524	7112522,1|7112523,1	宫扇挡刃	1	10015,265000	1003,10600,0			43200	1
71125251	7112525	7112524,1	施压促事课	1	10015,265000	1004,10600,0			43200	1
71125261	7112526	7112525,1	罗帕裹伤	1	10015,265000	1003,10600,0			43200	1
71125271	7112527	7112526,1	邀助护宫术	1	10015,265000	1004,10600,0			43200	1
71125281	7112528	7112527,1	玉簪破敌	1	10015,265000	1003,10600,0			43200	1
71125291	7112529	7112527,1	避嫌辞让法	1	10015,265000	1004,10600,0			43200	1
71125301	7112530	7112528,1	金钗制敌	1	10015,265000	1003,10600,0			43200	1
71125311	7112531	7112529,1	表忠务实课	1	10015,265000	1004,10600,0			43200	1
71125321	7112532	7112530,1	霓裳藏刃	1	10015,265000	1003,10600,0			43200	1
71125331	7112533	7112531,1	拒事托疾术	1	10015,265000	1004,10600,0			43200	1
71125341	7112534	7112532,1	黛眉含锐	1	10015,265000	1003,10600,0			43200	1
71125351	7112535	7112533,1	讽人引古发	1	10015,265000	1004,10600,0			43200	1
71125361	7112536	7112534,1	绛唇吐警	1	10015,265000	1003,10600,0			43200	1
71125371	7112537	7112534,1	拢心恤下课	1	10015,265000	1004,10600,0			43200	1
71125381	7112538	7112535,1	玉腕抚伤	1	10015,265000	1003,10600,0			43200	1
71125391	7112539	7112535,1	传讯借诗术	1	10015,265000	1004,10600,0			43200	1
71125401	7112540	7112536,1	罗裙拭血	1	10015,265000	1003,10600,0			43200	1
71125411	7112541	7112537,1	认错担责法	1	10015,265000	1004,10600,0			43200	1
71125421	7112542	7112538,1	珠钗赠刃	1	10015,265000	1003,10600,0			43200	1
71125431	7112543	7112539,1	威慑正身法	1	10015,265000	1004,10600,0			43200	1
71125441	7112544	7112540,1|7112541,1	宫装赠甲	1	10015,265000	1003,10600,0			43200	1
71125451	7112545	7112542,1|7112543,1	固宠守礼术	1	10015,265000	1004,10600,0			43200	1
71125461	7112546	7112544,1	香肩承伤	1	10015,265000	1003,10600,0			43200	1
71125471	7112547	7112545,1	借言劝善法	1	10015,265000	1004,10600,0			43200	1
71125481	7112548	7112546,1|7112547,1	华服融韵	1	10015,265000	1003,10600,0			43200	1
71126011	7112601	7112548,1	抗命护主课	1	10015,283000	1004,11320,0			43200	1
71126021	7112602	7112601,1	软声祝福	1	10015,283000	1003,11320,0			43200	1
71126031	7112603	7112602,1	探底问安术	1	10015,283000	1004,11320,0			43200	1
71126041	7112604	7112603,1	笑靥如霞	1	10015,283000	1003,11320,0			43200	1
71126051	7112605	7112603,1	镇场举盏课	1	10015,283000	1004,11320,0			43200	1
71126061	7112606	7112604,1	轻挥团扇	1	10015,283000	1003,11320,0			43200	1
71126071	7112607	7112605,1	赠礼表意术	1	10015,283000	1004,11320,0			43200	1
71126081	7112608	7112606,1	采桃赠君	1	10015,283000	1003,11320,0			43200	1
71126091	7112609	7112607,1	避祸转话题法	1	10015,283000	1004,11320,0			43200	1
71126101	7112610	7112608,1	灯下制香	1	10015,283000	1003,11320,0			43200	1
71126111	7112611	7112609,1	显能助他课	1	10015,283000	1004,11320,0			43200	1
71126121	7112612	7112610,1	凭栏望春	1	10015,283000	1003,11320,0			43200	1
71126131	7112613	7112610,1	离间止争术	1	10015,283000	1004,11320,0			43200	1
71126141	7112614	7112611,1	素衣弈棋	1	10015,283000	1003,11320,0			43200	1
71126151	7112615	7112611,1	劝和动情法	1	10015,283000	1004,11320,0			43200	1
71126161	7112616	7112612,1	软语道贺	1	10015,283000	1003,11320,0			43200	1
71126171	7112617	7112613,1	拒礼明理术	1	10015,283000	1004,11320,0			43200	1
71126181	7112618	7112614,1	笑出甜涡	1	10015,283000	1003,11320,0			43200	1
71126191	7112619	7112615,1	控场述事课	1	10015,283000	1004,11320,0			43200	1
71126201	7112620	7112616,1|7112617,1	轻采槐花	1	10015,283000	1003,11320,0			43200	1
71126211	7112621	7112618,1|7112619,1	示弱得怜术	1	10015,283000	1004,11320,0			43200	1
71126221	7112622	7112620,1	灯下绣花	1	10015,283000	1003,11320,0			43200	1
71126231	7112623	7112621,1	借势劝和法	1	10015,283000	1004,11320,0			43200	1
71126241	7112624	7112622,1|7112623,1	凭栏观星	1	10015,283000	1003,11320,0			43200	1
71126251	7112625	7112624,1	协理分务课	1	10015,283000	1004,11320,0			43200	1
71126261	7112626	7112625,1	素衣弹琴	1	10015,283000	1003,11320,0			43200	1
71126271	7112627	7112626,1	护下担过术	1	10015,283000	1004,11320,0			43200	1
71126281	7112628	7112627,1	软声问询	1	10015,283000	1003,11320,0			43200	1
71126291	7112629	7112627,1	借言醒人法	1	10015,283000	1004,11320,0			43200	1
71126301	7112630	7112628,1	笑靥如蜜	1	10015,283000	1003,11320,0			43200	1
71126311	7112631	7112629,1	全局优雅术	1	10015,283000	1004,11320,0			43200	1
71126321	7112632	7112630,1	笑眼望花	1	10015,283000	1003,11320,0			43200	1
71126331	7112633	7112631,1	构陷含蓄法	1	10015,283000	1004,11320,0			43200	1
71126341	7112634	7112632,1	罗裙戏露	1	10015,283000	1003,11320,0			43200	1
71126351	7112635	7112633,1	退位得体课	1	10015,283000	1004,11320,0			43200	1
71126361	7112636	7112634,1	香鬓簪菊	1	10015,283000	1003,11320,0			43200	1
71126371	7112637	7112634,1	施压高阶术	1	10015,283000	1004,11320,0			43200	1
71126381	7112638	7112635,1	软肩承意	1	10015,283000	1003,11320,0			43200	1
71126391	7112639	7112635,1	拢权优雅法	1	10015,283000	1004,11320,0			43200	1
71126401	7112640	7112636,1	明眸识君	1	10015,283000	1003,11320,0			43200	1
71126411	7112641	7112637,1	破局端庄课	1	10015,283000	1004,11320,0			43200	1
71126421	7112642	7112638,1	甜歌和鸟	1	10015,283000	1003,11320,0			43200	1
71126431	7112643	7112639,1	诛心含蓄术	1	10015,283000	1004,11320,0			43200	1
71126441	7112644	7112640,1|7112641,1	粉妆衬服	1	10015,283000	1003,11320,0			43200	1
71126451	7112645	7112642,1|7112643,1	固位优雅法	1	10015,283000	1004,11320,0			43200	1
71126461	7112646	7112644,1	娇声应旨	1	10015,283000	1003,11320,0			43200	1
71126471	7112647	7112645,1	控臣端庄课	1	10015,283000	1004,11320,0			43200	1
71126481	7112648	7112646,1|7112647,1	随风而舞	1	10015,283000	1003,11320,0			43200	1
71127011	7112701	7112648,1	借势高阶术	1	10015,301000	1004,12040,0			43200	1
71127021	7112702	7112701,1	蜜意融月	1	10015,301000	1003,12040,0			43200	1
71127031	7112703	7112702,1	显威优雅法	1	10015,301000	1004,12040,0			43200	1
71127041	7112704	7112703,1	香袖拂花	1	10015,301000	1003,12040,0			43200	1
71127051	7112705	7112703,1	谋位得体课	1	10015,301000	1004,12040,0			43200	1
71127061	7112706	7112704,1	笑靥迎君	1	10015,301000	1003,12040,0			43200	1
71127071	7112707	7112705,1	离间高阶术	1	10015,301000	1004,12040,0			43200	1
71127081	7112708	7112706,1	晨昏定省	1	10015,301000	1003,12040,0			43200	1
71127091	7112709	7112707,1	定心优雅法	1	10015,301000	1004,12040,0			43200	1
71127101	7112710	7112708,1	憨态学礼	1	10015,301000	1003,12040,0			43200	1
71127111	7112711	7112709,1	掌政端庄课	1	10015,301000	1004,12040,0			43200	1
71127121	7112712	7112710,1	玉指抚扇	1	10015,301000	1003,12040,0			43200	1
71127131	7112713	7112710,1	除患含蓄术	1	10015,301000	1004,12040,0			43200	1
71127141	7112714	7112711,1	娇喘伴茶	1	10015,301000	1003,12040,0			43200	1
71127151	7112715	7112711,1	固盟优雅法	1	10015,301000	1004,12040,0			43200	1
71127161	7112716	7112712,1	甜茶敬上	1	10015,301000	1003,12040,0			43200	1
71127171	7112717	7112713,1	传位得体课	1	10015,301000	1004,12040,0			43200	1
71127181	7112718	7112714,1	巧言答问	1	10015,301000	1003,12040,0			43200	1
71127191	7112719	7112715,1	慑敌高阶术	1	10015,301000	1004,12040,0			43200	1
71127201	7112720	7112716,1|7112717,1	笑眼对君	1	10015,301000	1003,12040,0			43200	1
71127211	7112721	7112718,1|7112719,1	守成优雅法	1	10015,301000	1004,12040,0			43200	1
71127221	7112722	7112720,1	半遮面	1	10015,301000	1003,12040,0			43200	1
71127231	7112723	7112721,1	危机端庄课	1	10015,301000	1004,12040,0			43200	1
71127241	7112724	7112722,1|7112723,1	香鬓簪梅	1	10015,301000	1003,12040,0			43200	1
71127251	7112725	7112724,1	嫁祸含蓄术	1	10015,301000	1004,12040,0			43200	1
71127261	7112726	7112725,1	软手抚眉	1	10015,301000	1003,12040,0			43200	1
71127271	7112727	7112726,1	抚民优雅法	1	10015,301000	1004,12040,0			43200	1
71127281	7112728	7112727,1	明眸含喜	1	10015,301000	1003,12040,0			43200	1
71127291	7112729	7112727,1	平叛得体课	1	10015,301000	1004,12040,0			43200	1
71127301	7112730	7112728,1	甜歌祝君	1	10015,301000	1003,12040,0			43200	1
71127311	7112731	7112729,1	至尊端庄术	1	10015,301000	1004,12040,0			43200	1
71127321	7112732	7112730,1	粉面含春	1	10015,301000	1003,12040,0			43200	1
71127331	7112733	7112731,1	借景讽人术	1	10015,301000	1004,12040,0			43200	1
71127341	7112734	7112732,1	娇声唤君	1	10015,301000	1003,12040,0			43200	1
71127351	7112735	7112733,1	临危端茶法	1	10015,301000	1004,12040,0			43200	1
71127361	7112736	7112734,1	轻舞谢赏	1	10015,301000	1003,12040,0			43200	1
71127371	7112737	7112734,1	构陷借证课	1	10015,301000	1004,12040,0			43200	1
71127381	7112738	7112735,1	蜜语寄梦	1	10015,301000	1003,12040,0			43200	1
71127391	7112739	7112735,1	协理让功术	1	10015,301000	1004,12040,0			43200	1
71127401	7112740	7112736,1	香鬓插钗	1	10015,301000	1003,12040,0			43200	1
71127411	7112741	7112737,1	破局引典法	1	10015,301000	1004,12040,0			43200	1
71127421	7112742	7112738,1	笑靥胜月	1	10015,301000	1003,12040,0			43200	1
71127431	7112743	7112739,1	诛心借事术	1	10015,301000	1004,12040,0			43200	1
71127441	7112744	7112740,1|7112741,1	轻言相劝	1	10015,301000	1003,12040,0			43200	1
71127451	7112745	7112742,1|7112743,1	固位让功课	1	10015,301000	1004,12040,0			43200	1
71127461	7112746	7112744,1	憨态扑蝶	1	10015,301000	1003,12040,0			43200	1
71127471	7112747	7112745,1	借威慑敌法	1	10015,301000	1004,12040,0			43200	1
71127481	7112748	7112746,1|7112747,1	执棋者	1	10015,301000	1003,12040,0			43200	1
71128011	7112801	7112748,1	掌政藏锋术	1	10015,319000	1004,12760,0			43200	1
71128021	7112802	7112801,1	娇喘伴弈	1	10015,319000	1003,12760,0			43200	1
71128031	7112803	7112802,1	嫁祸借手课	1	10015,319000	1004,12760,0			43200	1
71128041	7112804	7112803,1	甜糕贺节	1	10015,319000	1003,12760,0			43200	1
71128051	7112805	7112803,1	定心借物法	1	10015,319000	1004,12760,0			43200	1
71128061	7112806	7112804,1	巧计助兴	1	10015,319000	1003,12760,0			43200	1
71128071	7112807	7112805,1	安身借吉兆术	1	10015,319000	1004,12760,0			43200	1
71128081	7112808	7112806,1	笑眼望月	1	10015,319000	1003,12760,0			43200	1
71128091	7112809	7112807,1	平叛攻心课	1	10015,319000	1004,12760,0			43200	1
71128101	7112810	7112808,1	罗裙映月	1	10015,319000	1003,12760,0			43200	1
71128111	7112811	7112809,1	借隙分忧术	1	10015,319000	1004,12760,0			43200	1
71128121	7112812	7112810,1	香袖引风	1	10015,319000	1003,12760,0			43200	1
71128131	7112813	7112810,1	安位敛光法	1	10015,319000	1004,12760,0			43200	1
71128141	7112814	7112811,1	软手递果	1	10015,319000	1003,12760,0			43200	1
71128151	7112815	7112811,1	临乱稳场术	1	10015,319000	1004,12760,0			43200	1
71128161	7112816	7112812,1	明眸含盼	1	10015,319000	1003,12760,0			43200	1
71128171	7112817	7112813,1	协政敛锋法	1	10015,319000	1004,12760,0			43200	1
71128181	7112818	7112814,1	甜歌伴花	1	10015,319000	1003,12760,0			43200	1
71128191	7112819	7112815,1	借言劝和课	1	10015,319000	1004,12760,0			43200	1
71128201	7112820	7112816,1|7112817,1	粉面贴君	1	10015,319000	1003,12760,0			43200	1
71128211	7112821	7112818,1|7112819,1	危机托物术	1	10015,319000	1004,12760,0			43200	1
71128221	7112822	7112820,1	娇声求饶	1	10015,319000	1003,12760,0			43200	1
71128231	7112823	7112821,1	协理分责法	1	10015,319000	1004,12760,0			43200	1
71128241	7112824	7112822,1|7112823,1	月下翩跹	1	10015,319000	1003,12760,0			43200	1
71128251	7112825	7112824,1	借景劝诫法	1	10015,319000	1004,12760,0			43200	1
71128261	7112826	7112825,1	笛奏秋思	1	10015,319000	1003,12760,0			43200	1
71128271	7112827	7112826,1	协理稳众课	1	10015,319000	1004,12760,0			43200	1
71128281	7112828	7112827,1	赏菊饮酒	1	10015,319000	1003,12760,0			43200	1
71128291	7112829	7112827,1	安位守成术	1	10015,319000	1004,12760,0			43200	1
71128301	7112830	7112828,1	画荷赠友	1	10015,319000	1003,12760,0			43200	1
71128311	7112831	7112829,1	借言讽奢法	1	10015,319000	1004,12760,0			43200	1
